Date,State,Confirmed
2020-09-29,Nagaland,5957
2020-09-29,Odisha,212609
2020-09-29,Puducherry,26685
2020-09-29,Punjab,111375
2020-09-29,Rajasthan,130971
2020-09-29,Sikkim,2896
2020-09-29,Tamil Nadu,586397
2020-09-29,Telengana,189283
2020-09-29,Tripura,25353
2020-09-29,Uttar Pradesh,390875
2020-09-29,Uttarakhand,47502
2020-09-29,West Bengal,250580
2020-09-30,Andaman and Nicobar Islands,3821
2020-09-30,Andhra Pradesh,687351
2020-09-30,Arunachal Pradesh,9553
2020-09-30,Assam,177221
2020-09-30,Bihar,181285
2020-09-30,Chandigarh,11816
2020-09-30,Chhattisgarh,110655
2020-09-30,Dadra and Nagar Haveli and Daman and Diu,3032
2020-09-30,Delhi,276325
2020-09-30,Goa,32777
2020-09-30,Gujarat,135842
2020-09-30,Haryana,126974
2020-09-30,Himachal Pradesh,14747
2020-09-30,Jammu and Kashmir,74095
2020-09-30,Jharkhand,82540
2020-09-30,Karnataka,592911
2020-09-30,Kerala,187276
2020-09-30,Ladakh,4195
2020-09-30,Madhya Pradesh,126043
2020-09-30,Maharashtra,1366129
2020-09-30,Manipur,10746
2020-09-30,Meghalaya,5463
2020-09-30,Mizoram,1986
2020-09-30,Nagaland,6040
2020-09-30,Odisha,215676
2020-09-30,Puducherry,27066
2020-09-30,Punjab,112460
2020-09-30,Rajasthan,133119
2020-09-30,Sikkim,2937
2020-09-30,Tamil Nadu,591943
2020-09-30,Telengana,191386
2020-09-30,Tripura,25734
2020-09-30,Uttar Pradesh,394856
2020-09-30,Uttarakhand,47995
2020-09-30,West Bengal,253768
2020-10-01,Andaman and Nicobar Islands,3835
2020-10-01,Andhra Pradesh,693484
2020-10-01,Arunachal Pradesh,9796
2020-10-01,Assam,180811
2020-10-01,Bihar,182728
2020-10-01,Chandigarh,11938
2020-10-01,Chhattisgarh,113602
2020-10-01,Dadra and Nagar Haveli and Daman and Diu,3040
2020-10-01,Delhi,279715
2020-10-01,Goa,33418
2020-10-01,Gujarat,137232
2020-10-01,Haryana,128599
2020-10-01,Himachal Pradesh,14976
2020-10-01,Jammu and Kashmir,75070
2020-10-01,Jharkhand,83651
2020-10-01,Karnataka,601767
2020-10-01,Kerala,196106
2020-10-01,Ladakh,4269
2020-10-01,Madhya Pradesh,128047
2020-10-01,Maharashtra,1384446
2020-10-01,Manipur,10983
2020-10-01,Meghalaya,5639
2020-10-01,Mizoram,2017
2020-10-01,Nagaland,6163
2020-10-01,Odisha,219119
2020-10-01,Puducherry,27544
2020-10-01,Punjab,113886
2020-10-01,Rajasthan,135292
2020-10-01,Sikkim,3012
2020-10-01,Tamil Nadu,597602
2020-10-01,Telengana,193600
2020-10-01,Tripura,26066
2020-10-01,Uttar Pradesh,399082
2020-10-01,Uttarakhand,49000
2020-10-01,West Bengal,257049
2020-10-02,Andaman and Nicobar Islands,3848
2020-10-02,Andhra Pradesh,700235
2020-10-02,Arunachal Pradesh,10020
2020-10-02,Assam,182396
2020-10-02,Bihar,184038
2020-10-02,Chandigarh,12057
2020-10-02,Chhattisgarh,116153
2020-10-02,Dadra and Nagar Haveli and Daman and Diu,3054
2020-10-02,Delhi,282752
2020-10-02,Goa,33942
2020-10-02,Gujarat,138583
2020-10-02,Haryana,129912
2020-10-02,Himachal Pradesh,15219
2020-10-02,Jammu and Kashmir,76163
2020-10-02,Jharkhand,84664
2020-10-02,Karnataka,611837
2020-10-02,Kerala,204241
2020-10-02,Ladakh,4360
2020-10-02,Madhya Pradesh,130088
2020-10-02,Maharashtra,1400922
2020-10-02,Manipur,11111
2020-10-02,Meghalaya,5802
2020-10-02,Mizoram,2049
2020-10-02,Nagaland,6244
2020-10-02,Odisha,222734
2020-10-02,Puducherry,28024
2020-10-02,Punjab,115151
2020-10-02,Rajasthan,137485
2020-10-02,Sikkim,3050
2020-10-02,Tamil Nadu,603290
2020-10-02,Telengana,195609
2020-10-02,Tripura,26362
2020-10-02,Uttar Pradesh,403101
2020-10-02,Uttarakhand,49248
2020-10-02,West Bengal,260324
2020-10-03,Andaman and Nicobar Islands,3858
2020-10-03,Andhra Pradesh,706790
2020-10-03,Arunachal Pradesh,10220
2020-10-03,Assam,183812
2020-10-03,Bihar,185436
2020-10-03,Chandigarh,12212
2020-10-03,Chhattisgarh,118790
2020-10-03,Dadra and Nagar Haveli and Daman and Diu,3061
2020-10-03,Delhi,285672
2020-10-03,Goa,34455
2020-10-03,Gujarat,139893
2020-10-03,Haryana,131388
2020-10-03,Himachal Pradesh,15454
2020-10-03,Jammu and Kashmir,77253
2020-10-03,Jharkhand,85400
2020-10-03,Karnataka,620630
2020-10-03,Kerala,213499
2020-10-03,Ladakh,4429
2020-10-03,Madhya Pradesh,132107
2020-10-03,Maharashtra,1416513
2020-10-03,Manipur,11397
2020-10-03,Meghalaya,6033
2020-10-03,Mizoram,2103
2020-10-03,Nagaland,6318
2020-10-03,Odisha,226334
2020-10-03,Puducherry,28534
2020-10-03,Punjab,116213
2020-10-03,Rajasthan,139696
2020-10-03,Sikkim,3092
2020-10-03,Tamil Nadu,608885
2020-10-03,Telengana,197327
2020-10-03,Tripura,26552
2020-10-03,Uttar Pradesh,406995
2020-10-03,Uttarakhand,49559
2020-10-03,West Bengal,263634
2020-10-04,Andaman and Nicobar Islands,3868
2020-10-04,Andhra Pradesh,713014
2020-10-04,Arunachal Pradesh,10421
2020-10-04,Assam,185444
2020-10-04,Bihar,186441
2020-10-04,Chandigarh,12360
2020-10-04,Chhattisgarh,121400
2020-10-04,Dadra and Nagar Haveli and Daman and Diu,3070
2020-10-04,Delhi,287930
2020-10-04,Goa,34900
2020-10-04,Gujarat,141236
2020-10-04,Haryana,132576
2020-10-04,Himachal Pradesh,15695
2020-10-04,Jammu and Kashmir,78228
2020-10-04,Jharkhand,86277
2020-10-04,Karnataka,630516
2020-10-04,Kerala,221333
2020-10-04,Ladakh,4477
2020-10-04,Madhya Pradesh,133918
2020-10-04,Maharashtra,1430861
2020-10-04,Manipur,11649
2020-10-04,Meghalaya,6456
2020-10-04,Mizoram,2120
2020-10-04,Nagaland,6429
2020-10-04,Odisha,229387
2020-10-04,Puducherry,28752
2020-10-04,Punjab,117319
2020-10-04,Rajasthan,141846
2020-10-04,Sikkim,3131
2020-10-04,Tamil Nadu,614507
2020-10-04,Telengana,199276
2020-10-04,Tripura,26874
2020-10-04,Uttar Pradesh,410626
2020-10-04,Uttarakhand,50062
2020-10-04,West Bengal,266974
2020-10-05,Andaman and Nicobar Islands,3884
2020-10-05,Andhra Pradesh,719256
2020-10-05,Arunachal Pradesh,10548
2020-10-05,Assam,186200
2020-10-05,Bihar,188168
2020-10-05,Chandigarh,12445
2020-10-05,Chhattisgarh,123324
2020-10-05,Dadra and Nagar Haveli and Daman and Diu,3087
2020-10-05,Delhi,290613
2020-10-05,Goa,35328
2020-10-05,Gujarat,142538
2020-10-05,Haryana,133878
2020-10-05,Himachal Pradesh,15851
2020-10-05,Jammu and Kashmir,79106
2020-10-05,Jharkhand,87210
2020-10-05,Karnataka,640661
2020-10-05,Kerala,229886
2020-10-05,Ladakh,4521
2020-10-05,Madhya Pradesh,135638
2020-10-05,Maharashtra,1443409
2020-10-05,Manipur,11855
2020-10-05,Meghalaya,6656
2020-10-05,Mizoram,2120
2020-10-05,Nagaland,6552
2020-10-05,Odisha,232713
2020-10-05,Puducherry,29089
2020-10-05,Punjab,118157
2020-10-05,Rajasthan,144030
2020-10-05,Sikkim,3174
2020-10-05,Tamil Nadu,619996
2020-10-05,Telengana,200611
2020-10-05,Tripura,27033
2020-10-05,Uttar Pradesh,414466
2020-10-05,Uttarakhand,51481
2020-10-05,West Bengal,270331
2020-10-06,Andaman and Nicobar Islands,3899
2020-10-06,Andhra Pradesh,723512
2020-10-06,Arunachal Pradesh,10783
2020-10-06,Assam,187718
2020-10-06,Bihar,189442
2020-10-06,Chandigarh,12578
2020-10-06,Chhattisgarh,126005
2020-10-06,Dadra and Nagar Haveli and Daman and Diu,3092
2020-10-06,Delhi,292560
2020-10-06,Goa,35719
2020-10-06,Gujarat,143865
2020-10-06,Haryana,134909
2020-10-06,Himachal Pradesh,16033
2020-10-06,Jammu and Kashmir,79738
2020-10-06,Jharkhand,88026
2020-10-06,Karnataka,647712
2020-10-06,Kerala,234928
2020-10-06,Ladakh,4641
2020-10-06,Madhya Pradesh,137098
2020-10-06,Maharashtra,1453653
2020-10-06,Manipur,12105
2020-10-06,Meghalaya,6767
2020-10-06,Mizoram,2128
2020-10-06,Nagaland,6594
2020-10-06,Odisha,235330
2020-10-06,Puducherry,29277
2020-10-06,Punjab,119184
2020-10-06,Rajasthan,146195
2020-10-06,Sikkim,3191
2020-10-06,Tamil Nadu,625391
2020-10-06,Telengana,202594
2020-10-06,Tripura,27308
2020-10-06,Uttar Pradesh,417437
2020-10-06,Uttarakhand,51991
2020-10-06,West Bengal,273679
2020-10-07,Andaman and Nicobar Islands,3912
2020-10-07,Andhra Pradesh,729307
2020-10-07,Arunachal Pradesh,11007
2020-10-07,Assam,188902
2020-10-07,Bihar,190740
2020-10-07,Chandigarh,12707
2020-10-07,Chhattisgarh,128893
2020-10-07,Dadra and Nagar Haveli and Daman and Diu,3103
2020-10-07,Delhi,295236
2020-10-07,Goa,36238
2020-10-07,Gujarat,145200
2020-10-07,Haryana,136115
2020-10-07,Himachal Pradesh,16283
2020-10-07,Jammu and Kashmir,80476
2020-10-07,Jharkhand,88873
2020-10-07,Karnataka,657705
2020-10-07,Kerala,242799
2020-10-07,Ladakh,4720
2020-10-07,Madhya Pradesh,138668
2020-10-07,Maharashtra,1465911
2020-10-07,Manipur,12240
2020-10-07,Meghalaya,7037
2020-10-07,Mizoram,2148
2020-10-07,Nagaland,6662
2020-10-07,Odisha,238003
2020-10-07,Puducherry,29682
2020-10-07,Punjab,120016
2020-10-07,Rajasthan,148316
2020-10-07,Sikkim,3216
2020-10-07,Tamil Nadu,630408
2020-10-07,Telengana,204748
2020-10-07,Tripura,27545
2020-10-07,Uttar Pradesh,420937
2020-10-07,Uttarakhand,52329
2020-10-07,West Bengal,277049
2020-10-08,Andaman and Nicobar Islands,3935
2020-10-08,Andhra Pradesh,734427
2020-10-08,Arunachal Pradesh,11267
2020-10-08,Assam,190209
2020-10-08,Bihar,191985
2020-10-08,Chandigarh,12820
2020-10-08,Chhattisgarh,131739
2020-10-08,Dadra and Nagar Haveli and Daman and Diu,3120
2020-10-08,Delhi,298107
2020-10-08,Goa,36670
2020-10-08,Gujarat,146673
2020-10-08,Haryana,137398
2020-10-08,Himachal Pradesh,16565
2020-10-08,Jammu and Kashmir,81097
2020-10-08,Jharkhand,89702
2020-10-08,Karnataka,668652
2020-10-08,Kerala,253405
2020-10-08,Ladakh,4802
2020-10-08,Madhya Pradesh,140307
2020-10-08,Maharashtra,1480489
2020-10-08,Manipur,12489
2020-10-08,Meghalaya,7165
2020-10-08,Mizoram,2150
2020-10-08,Nagaland,6715
2020-10-08,Odisha,240998
2020-10-08,Puducherry,30161
2020-10-08,Punjab,120860
2020-10-08,Rajasthan,150467
2020-10-08,Sikkim,3234
2020-10-08,Tamil Nadu,635855
2020-10-08,Telengana,206644
2020-10-08,Tripura,27759
2020-10-08,Uttar Pradesh,424326
2020-10-08,Uttarakhand,52959
2020-10-08,West Bengal,280504
2020-10-09,Andaman and Nicobar Islands,3952
2020-10-09,Andhra Pradesh,739719
2020-10-09,Arunachal Pradesh,11479
2020-10-09,Assam,191397
2020-10-09,Bihar,193072
2020-10-09,Chandigarh,12922
2020-10-09,Chhattisgarh,134612
2020-10-09,Dadra and Nagar Haveli and Daman and Diu,3132
2020-10-09,Delhi,300833
2020-10-09,Goa,37102
2020-10-09,Gujarat,147789
2020-10-09,Haryana,138682
2020-10-09,Himachal Pradesh,16778
2020-10-09,Jammu and Kashmir,81793
2020-10-09,Jharkhand,90486
2020-10-09,Karnataka,679356
2020-10-09,Kerala,258850
2020-10-09,Ladakh,4902
2020-10-09,Madhya Pradesh,142022
2020-10-09,Maharashtra,1493884
2020-10-09,Manipur,12679
2020-10-09,Meghalaya,7261
2020-10-09,Mizoram,2157
2020-10-09,Nagaland,6736
2020-10-09,Odisha,244142
2020-10-09,Puducherry,30539
2020-10-09,Punjab,121716
2020-10-09,Rajasthan,152605
2020-10-09,Sikkim,3246
2020-10-09,Tamil Nadu,640943
2020-10-09,Telengana,208535
2020-10-09,Tripura,27982
2020-10-09,Uttar Pradesh,427459
2020-10-09,Uttarakhand,53359
2020-10-09,West Bengal,284030
2020-10-10,Andaman and Nicobar Islands,3976
2020-10-10,Andhra Pradesh,744864
2020-10-10,Arunachal Pradesh,11760
2020-10-10,Assam,192416
2020-10-10,Bihar,194329
2020-10-10,Chandigarh,12985
2020-10-10,Chhattisgarh,137570
2020-10-10,Dadra and Nagar Haveli and Daman and Diu,3140
2020-10-10,Delhi,303693
2020-10-10,Goa,37591
2020-10-10,Gujarat,149032
2020-10-10,Haryana,139932
2020-10-10,Himachal Pradesh,16977
2020-10-10,Jammu and Kashmir,82429
2020-10-10,Jharkhand,91254
2020-10-10,Karnataka,690269
2020-10-10,Kerala,268100
2020-10-10,Ladakh,4987
2020-10-10,Madhya Pradesh,143629
2020-10-10,Maharashtra,1506018
2020-10-10,Manipur,12810
2020-10-10,Meghalaya,7388
2020-10-10,Mizoram,2162
2020-10-10,Nagaland,6888
2020-10-10,Odisha,246839
2020-10-10,Puducherry,30904
2020-10-10,Punjab,122459
2020-10-10,Rajasthan,154785
2020-10-10,Sikkim,3278
2020-10-10,Tamil Nadu,646128
2020-10-10,Telengana,210346
2020-10-10,Tripura,28153
2020-10-10,Uttar Pradesh,430666
2020-10-10,Uttarakhand,54063
2020-10-10,West Bengal,287603
2020-10-11,Andaman and Nicobar Islands,3992
2020-10-11,Andhra Pradesh,750517
2020-10-11,Arunachal Pradesh,11998
2020-10-11,Assam,193387
2020-10-11,Bihar,195499
2020-10-11,Chandigarh,13081
2020-10-11,Chhattisgarh,140258
2020-10-11,Dadra and Nagar Haveli and Daman and Diu,3152
2020-10-11,Delhi,306559
2020-10-11,Goa,37934
2020-10-11,Gujarat,150253
2020-10-11,Haryana,141090
2020-10-11,Himachal Pradesh,17244
2020-10-11,Jammu and Kashmir,83064
2020-10-11,Jharkhand,91951
2020-10-11,Karnataka,700786
2020-10-11,Kerala,279855
2020-10-11,Ladakh,5059
2020-10-11,Madhya Pradesh,145245
2020-10-11,Maharashtra,1517434
2020-10-11,Manipur,13092
2020-10-11,Meghalaya,7544
2020-10-11,Mizoram,2175
2020-10-11,Nagaland,6949
2020-10-11,Odisha,249693
2020-10-11,Puducherry,31233
2020-10-11,Punjab,123317
2020-10-11,Rajasthan,156908
2020-10-11,Sikkim,3321
2020-10-11,Tamil Nadu,651370
2020-10-11,Telengana,212063
2020-10-11,Tripura,28352
2020-10-11,Uttar Pradesh,433712
2020-10-11,Uttarakhand,54525
2020-10-11,West Bengal,291194
2020-10-12,Andaman and Nicobar Islands,4005
2020-10-12,Andhra Pradesh,755727
2020-10-12,Arunachal Pradesh,12147
2020-10-12,Assam,193783
2020-10-12,Bihar,196531
2020-10-12,Chandigarh,13162
2020-10-12,Chhattisgarh,142372
2020-10-12,Dadra and Nagar Haveli and Daman and Diu,3163
2020-10-12,Delhi,309339
2020-10-12,Goa,38366
2020-10-12,Gujarat,151434
2020-10-12,Haryana,142155
2020-10-12,Himachal Pradesh,17408
2020-10-12,Jammu and Kashmir,83633
2020-10-12,Jharkhand,92525
2020-10-12,Karnataka,710309
2020-10-12,Kerala,289202
2020-10-12,Ladakh,5081
2020-10-12,Madhya Pradesh,146820
2020-10-12,Maharashtra,1528226
2020-10-12,Manipur,13326
2020-10-12,Meghalaya,7683
2020-10-12,Mizoram,2184
2020-10-12,Nagaland,7019
2020-10-12,Odisha,252239
2020-10-12,Puducherry,31549
2020-10-12,Punjab,123973
2020-10-12,Rajasthan,159052
2020-10-12,Sikkim,3359
2020-10-12,Tamil Nadu,656385
2020-10-12,Telengana,213084
2020-10-12,Tripura,28461
2020-10-12,Uttar Pradesh,436979
2020-10-12,Uttarakhand,55051
2020-10-12,West Bengal,294806
2020-10-13,Andaman and Nicobar Islands,4023
2020-10-13,Andhra Pradesh,758951
2020-10-13,Arunachal Pradesh,12367
2020-10-13,Assam,195304
2020-10-13,Bihar,197535
2020-10-13,Chandigarh,13260
2020-10-13,Chhattisgarh,145247
2020-10-13,Dadra and Nagar Haveli and Daman and Diu,3168
2020-10-13,Delhi,311188
2020-10-13,Goa,38674
2020-10-13,Gujarat,152603
2020-10-13,Haryana,143221
2020-10-13,Himachal Pradesh,17578
2020-10-13,Jammu and Kashmir,84031
2020-10-13,Jharkhand,93035
2020-10-13,Karnataka,717915
2020-10-13,Kerala,295132
2020-10-13,Ladakh,5151
2020-10-13,Madhya Pradesh,148298
2020-10-13,Maharashtra,1535315
2020-10-13,Manipur,13556
2020-10-13,Meghalaya,7771
2020-10-13,Mizoram,2202
2020-10-13,Nagaland,7240
2020-10-13,Odisha,254662
2020-10-13,Puducherry,31737
2020-10-13,Punjab,124535
2020-10-13,Rajasthan,161184
2020-10-13,Sikkim,3366
2020-10-13,Tamil Nadu,661264
2020-10-13,Telengana,214792
2020-10-13,Tripura,28678
2020-10-13,Uttar Pradesh,439161
2020-10-13,Uttarakhand,55347
2020-10-13,West Bengal,298389
2020-10-14,Andaman and Nicobar Islands,4036
2020-10-14,Andhra Pradesh,763573
2020-10-14,Arunachal Pradesh,12561
2020-10-14,Assam,196786
2020-10-14,Bihar,198855
2020-10-14,Chandigarh,13331
2020-10-14,Chhattisgarh,147866
2020-10-14,Dadra and Nagar Haveli and Daman and Diu,3168
2020-10-14,Delhi,314224
2020-10-14,Goa,39082
2020-10-14,Gujarat,153761
2020-10-14,Haryana,144302
2020-10-14,Himachal Pradesh,17762
2020-10-14,Jammu and Kashmir,84708
2020-10-14,Jharkhand,93736
2020-10-14,Karnataka,726106
2020-10-14,Kerala,303896
2020-10-14,Ladakh,5238
2020-10-14,Madhya Pradesh,149761
2020-10-14,Maharashtra,1543837
2020-10-14,Manipur,13793
2020-10-14,Meghalaya,7838
2020-10-14,Mizoram,2212
2020-10-14,Nagaland,7363
2020-10-14,Odisha,256937
2020-10-14,Puducherry,32004
2020-10-14,Punjab,125211
2020-10-14,Rajasthan,163219
2020-10-14,Sikkim,3417
2020-10-14,Tamil Nadu,665930
2020-10-14,Telengana,216238
2020-10-14,Tripura,28859
2020-10-14,Uttar Pradesh,442118
2020-10-14,Uttarakhand,55641
2020-10-14,West Bengal,302020
2020-10-15,Andaman and Nicobar Islands,4046
2020-10-15,Andhra Pradesh,767465
2020-10-15,Arunachal Pradesh,12768
2020-10-15,Assam,198213
2020-10-15,Bihar,200103
2020-10-15,Chandigarh,13403
2020-10-15,Chhattisgarh,150696
2020-10-15,Dadra and Nagar Haveli and Daman and Diu,3171
2020-10-15,Delhi,317548
2020-10-15,Goa,39438
2020-10-15,Gujarat,154936
2020-10-15,Haryana,145507
2020-10-15,Himachal Pradesh,18008
2020-10-15,Jammu and Kashmir,85409
2020-10-15,Jharkhand,94369
2020-10-15,Karnataka,735371
2020-10-15,Kerala,310140
2020-10-15,Ladakh,5304
2020-10-15,Madhya Pradesh,155276
2020-10-15,Maharashtra,1554389
2020-10-15,Manipur,14094
2020-10-15,Meghalaya,7991
2020-10-15,Mizoram,2220
2020-10-15,Nagaland,7416
2020-10-15,Odisha,259541
2020-10-15,Puducherry,32245
2020-10-15,Punjab,125760
2020-10-15,Rajasthan,165240
2020-10-15,Sikkim,3459
2020-10-15,Tamil Nadu,670392
2020-10-15,Telengana,217670
2020-10-15,Tripura,29031
2020-10-15,Uttar Pradesh,444711
2020-10-15,Uttarakhand,56070
2020-10-15,West Bengal,305697
2020-10-16,Andaman and Nicobar Islands,4062
2020-10-16,Andhra Pradesh,771503
2020-10-16,Arunachal Pradesh,12971
2020-10-16,Assam,198982
2020-10-16,Bihar,201196
2020-10-16,Chandigarh,13477
2020-10-16,Chhattisgarh,153515
2020-10-16,Dadra and Nagar Haveli and Daman and Diu,3172
2020-10-16,Delhi,321031
2020-10-16,Goa,39770
2020-10-16,Gujarat,156121
2020-10-16,Haryana,146706
2020-10-16,Himachal Pradesh,18303
2020-10-16,Jammu and Kashmir,86057
2020-10-16,Jharkhand,94952
2020-10-16,Karnataka,743848
2020-10-16,Kerala,317929
2020-10-16,Ladakh,5393
2020-10-16,Madhya Pradesh,156584
2020-10-16,Maharashtra,1564615
2020-10-16,Manipur,14378
2020-10-16,Meghalaya,8164
2020-10-16,Mizoram,2229
2020-10-16,Nagaland,7492
2020-10-16,Odisha,262011
2020-10-16,Puducherry,32486
2020-10-16,Punjab,126230
2020-10-16,Rajasthan,167279
2020-10-16,Sikkim,3500
2020-10-16,Tamil Nadu,674802
2020-10-16,Telengana,219224
2020-10-16,Tripura,29193
2020-10-16,Uttar Pradesh,447383
2020-10-16,Uttarakhand,56493
2020-10-16,West Bengal,309417
2020-10-17,Andaman and Nicobar Islands,4072
2020-10-17,Andhra Pradesh,775470
2020-10-17,Arunachal Pradesh,13169
2020-10-17,Assam,199749
2020-10-17,Bihar,202290
2020-10-17,Chandigarh,13532
2020-10-17,Chhattisgarh,155987
2020-10-17,Dadra and Nagar Haveli and Daman and Diu,3177
2020-10-17,Delhi,324459
2020-10-17,Goa,40091
2020-10-17,Gujarat,157312
2020-10-17,Haryana,147933
2020-10-17,Himachal Pradesh,18522
2020-10-17,Jammu and Kashmir,86754
2020-10-17,Jharkhand,95425
2020-10-17,Karnataka,751390
2020-10-17,Kerala,325212
2020-10-17,Ladakh,5441
2020-10-17,Madhya Pradesh,157936
2020-10-17,Maharashtra,1576062
2020-10-17,Manipur,14715
2020-10-17,Meghalaya,8303
2020-10-17,Mizoram,2245
2020-10-17,Nagaland,7604
2020-10-17,Odisha,264149
2020-10-17,Puducherry,32766
2020-10-17,Punjab,126737
2020-10-17,Rajasthan,169289
2020-10-17,Sikkim,3531
2020-10-17,Tamil Nadu,679191
2020-10-17,Telengana,220675
2020-10-17,Tripura,29327
2020-10-17,Uttar Pradesh,449935
2020-10-17,Uttarakhand,57042
2020-10-17,West Bengal,313188
2020-10-18,Andaman and Nicobar Islands,4083
2020-10-18,Andhra Pradesh,779146
2020-10-18,Arunachal Pradesh,13348
2020-10-18,Assam,200391
2020-10-18,Bihar,203457
2020-10-18,Chandigarh,13582
2020-10-18,Chhattisgarh,158502
2020-10-18,Dadra and Nagar Haveli and Daman and Diu,3180
2020-10-18,Delhi,327718
2020-10-18,Goa,40400
2020-10-18,Gujarat,158473
2020-10-18,Haryana,149081
2020-10-18,Himachal Pradesh,18797
2020-10-18,Jammu and Kashmir,87364
2020-10-18,Jharkhand,95967
2020-10-18,Karnataka,758574
2020-10-18,Kerala,334228
2020-10-18,Ladakh,5534
2020-10-18,Madhya Pradesh,159158
2020-10-18,Maharashtra,1586321
2020-10-18,Manipur,15141
2020-10-18,Meghalaya,8404
2020-10-18,Mizoram,2253
2020-10-18,Nagaland,7698
2020-10-18,Odisha,266345
2020-10-18,Puducherry,32978
2020-10-18,Punjab,127154
2020-10-18,Rajasthan,171281
2020-10-18,Sikkim,3567
2020-10-18,Tamil Nadu,683486
2020-10-18,Telengana,222111
2020-10-18,Tripura,29468
2020-10-18,Uttar Pradesh,452660
2020-10-18,Uttarakhand,57648
2020-10-18,West Bengal,317053
2020-10-19,Andaman and Nicobar Islands,4108
2020-10-19,Andhra Pradesh,783132
2020-10-19,Arunachal Pradesh,13406
2020-10-19,Assam,200709
2020-10-19,Bihar,204363
2020-10-19,Chandigarh,13646
2020-10-19,Chhattisgarh,160396
2020-10-19,Dadra and Nagar Haveli and Daman and Diu,3183
2020-10-19,Delhi,331017
2020-10-19,Goa,40587
2020-10-19,Gujarat,159564
2020-10-19,Haryana,150033
2020-10-19,Himachal Pradesh,18967
2020-10-19,Jammu and Kashmir,87942
2020-10-19,Jharkhand,96352
2020-10-19,Karnataka,765586
2020-10-19,Kerala,341859
2020-10-19,Ladakh,5598
2020-10-19,Madhya Pradesh,160188
2020-10-19,Maharashtra,1595381
2020-10-19,Manipur,15463
2020-10-19,Meghalaya,8508
2020-10-19,Mizoram,2253
2020-10-19,Nagaland,7816
2020-10-19,Odisha,268364
2020-10-19,Puducherry,33141
2020-10-19,Punjab,127630
2020-10-19,Rajasthan,173266
2020-10-19,Sikkim,3597
2020-10-19,Tamil Nadu,687400
2020-10-19,Telengana,223059
2020-10-19,Tripura,29553
2020-10-19,Uttar Pradesh,455146
2020-10-19,Uttarakhand,58024
2020-10-19,West Bengal,321036
2020-10-20,Andaman and Nicobar Islands,4126
2020-10-20,Andhra Pradesh,786050
2020-10-20,Arunachal Pradesh,13643
2020-10-20,Assam,201407
2020-10-20,Bihar,205945
2020-10-20,Chandigarh,13686
2020-10-20,Chhattisgarh,162772
2020-10-20,Dadra and Nagar Haveli and Daman and Diu,3185
2020-10-20,Delhi,333171
2020-10-20,Goa,40746
2020-10-20,Gujarat,160560
2020-10-20,Haryana,151234
2020-10-20,Himachal Pradesh,19135
2020-10-20,Jammu and Kashmir,88369
2020-10-20,Jharkhand,96842
2020-10-20,Karnataka,770604
2020-10-20,Kerala,346881
2020-10-20,Ladakh,5647
2020-10-20,Madhya Pradesh,161203
2020-10-20,Maharashtra,1601365
2020-10-20,Manipur,15778
2020-10-20,Meghalaya,8536
2020-10-20,Mizoram,2280
2020-10-20,Nagaland,7953
2020-10-20,Odisha,270346
2020-10-20,Puducherry,33247
2020-10-20,Punjab,128103
2020-10-20,Rajasthan,175226
2020-10-20,Sikkim,3601
2020-10-20,Tamil Nadu,690936
2020-10-20,Telengana,224545
2020-10-20,Tripura,29688
2020-10-20,Uttar Pradesh,456865
2020-10-20,Uttarakhand,58360
2020-10-20,West Bengal,325028
2020-10-21,Andaman and Nicobar Islands,4141
2020-10-21,Andhra Pradesh,789553
2020-10-21,Arunachal Pradesh,13778
2020-10-21,Assam,202073
2020-10-21,Bihar,207405
2020-10-21,Chandigarh,13743
2020-10-21,Chhattisgarh,165279
2020-10-21,Dadra and Nagar Haveli and Daman and Diu,3194
2020-10-21,Delhi,336750
2020-10-21,Goa,41031
2020-10-21,Gujarat,161686
2020-10-21,Haryana,152174
2020-10-21,Himachal Pradesh,19357
2020-10-21,Jammu and Kashmir,88958
2020-10-21,Jharkhand,97414
2020-10-21,Karnataka,776901
2020-10-21,Kerala,353472
2020-10-21,Ladakh,5695
2020-10-21,Madhya Pradesh,162178
2020-10-21,Maharashtra,1609516
2020-10-21,Manipur,16062
2020-10-21,Meghalaya,8593
2020-10-21,Mizoram,2310
2020-10-21,Nagaland,8020
2020-10-21,Odisha,272250
2020-10-21,Puducherry,33452
2020-10-21,Punjab,128590
2020-10-21,Rajasthan,177123
2020-10-21,Sikkim,3643
2020-10-21,Tamil Nadu,694030
2020-10-21,Telengana,226124
2020-10-21,Tripura,29800
2020-10-21,Uttar Pradesh,459154
2020-10-21,Uttarakhand,58601
2020-10-21,West Bengal,329057
2020-10-22,Andaman and Nicobar Islands,4168
2020-10-22,Andhra Pradesh,793299
2020-10-22,Arunachal Pradesh,13912
2020-10-22,Assam,202774
2020-10-22,Bihar,208377
2020-10-22,Chandigarh,13795
2020-10-22,Chhattisgarh,167639
2020-10-22,Dadra and Nagar Haveli and Daman and Diu,3207
2020-10-22,Delhi,340436
2020-10-22,Goa,41339
2020-10-22,Gujarat,162823
2020-10-22,Haryana,153367
2020-10-22,Himachal Pradesh,19621
2020-10-22,Jammu and Kashmir,89582
2020-10-22,Jharkhand,98061
2020-10-22,Karnataka,782773
2020-10-22,Kerala,361841
2020-10-22,Ladakh,5781
2020-10-22,Madhya Pradesh,163296
